Module Category,Country,Message Category,Message Code,Message Content,"Source Key (tham khảo, khong nhap)"
APS,베트남어,라벨,aps_aiPanel_affectedOrder,Đơn hàng bị ảnh hưởng: tổng {count} công việc bị ảnh hưởng.,aiPanel.affectedOrder
APS,중국어,라벨,aps_aiPanel_affectedOrder,受影响的订单: 共{count}个作业受到影响。,aiPanel.affectedOrder
APS,한국어,라벨,aps_aiPanel_affectedWc,영향받는 작업장: {list},aiPanel.affectedWc
APS,영어,라벨,aps_aiPanel_affectedWc,Affected workcenters: {list},aiPanel.affectedWc
APS,베트남어,라벨,aps_aiPanel_affectedWc,Khu vực bị ảnh hưởng: {list},aiPanel.affectedWc
APS,중국어,라벨,aps_aiPanel_affectedWc,受影响的工作中心: {list},aiPanel.affectedWc
APS,한국어,라벨,aps_aiPanel_docTitle,계획 리스크 및 권고 사항,aiPanel.docTitle
APS,영어,라벨,aps_aiPanel_docTitle,Plan Risk & Recommendations,aiPanel.docTitle
APS,베트남어,라벨,aps_aiPanel_docTitle,Rủi ro kế hoạch và khuyến nghị,aiPanel.docTitle
APS,중국어,라벨,aps_aiPanel_docTitle,计划风险及建议事项,aiPanel.docTitle
APS,한국어,라벨,aps_aiPanel_errorMsg,AI 분석을 불러오지 못했습니다.,aiPanel.errorMsg
APS,영어,라벨,aps_aiPanel_errorMsg,Failed to load AI analysis.,aiPanel.errorMsg
APS,베트남어,라벨,aps_aiPanel_errorMsg,Không tải được phân tích AI.,aiPanel.errorMsg
APS,중국어,라벨,aps_aiPanel_errorMsg,无法加载AI分析。,aiPanel.errorMsg
APS,한국어,라벨,aps_aiPanel_header,AI제안,aiPanel.header
APS,영어,라벨,aps_aiPanel_header,AI Suggestion,aiPanel.header
APS,베트남어,라벨,aps_aiPanel_header,AI đề xuất,aiPanel.header
APS,중국어,라벨,aps_aiPanel_header,AI建议,aiPanel.header
APS,한국어,라벨,aps_aiPanel_materialShort,"자재 부족: {name} — 현재고 {onHand}, 부족수량 {shortage}",aiPanel.materialShort
APS,영어,라벨,aps_aiPanel_materialShort,"Material shortage: {name} — on-hand {onHand}, shortage {shortage}",aiPanel.materialShort
APS,베트남어,라벨,aps_aiPanel_materialShort,"Thiếu vật liệu: {name} — tồn hiện tại {onHand}, thiếu {shortage}",aiPanel.materialShort
APS,중국어,라벨,aps_aiPanel_materialShort,物料短缺: {name} — 当前库存 {onHand}，短缺数量 {shortage},aiPanel.materialShort
APS,한국어,라벨,aps_aiPanel_placeholder,데이터를 불러오면 리스크 분석이 표시됩니다.,aiPanel.placeholder
APS,영어,라벨,aps_aiPanel_placeholder,Load data to see the risk analysis.,aiPanel.placeholder
APS,베트남어,라벨,aps_aiPanel_placeholder,Tải dữ liệu để xem phân tích rủi ro.,aiPanel.placeholder
APS,중국어,라벨,aps_aiPanel_placeholder,加载数据后将显示风险分析。,aiPanel.placeholder
APS,한국어,라벨,aps_aiPanel_priorityLine,우선순위 {priority}: {text},aiPanel.priorityLine
APS,영어,라벨,aps_aiPanel_priorityLine,Priority {priority}: {text},aiPanel.priorityLine
APS,베트남어,라벨,aps_aiPanel_priorityLine,Ưu tiên {priority}: {text},aiPanel.priorityLine
APS,중국어,라벨,aps_aiPanel_priorityLine,优先级 {priority}: {text},aiPanel.priorityLine
APS,한국어,라벨,aps_aiPanel_retry,다시 시도,aiPanel.retry
APS,영어,라벨,aps_aiPanel_retry,Retry,aiPanel.retry
APS,베트남어,라벨,aps_aiPanel_retry,Thử lại,aiPanel.retry
APS,중국어,라벨,aps_aiPanel_retry,重试,aiPanel.retry
APS,한국어,라벨,aps_aiPanel_section1,1. 영향(Impact)의 근본 원인,aiPanel.section1
APS,영어,라벨,aps_aiPanel_section1,1. Root Cause of Impact,aiPanel.section1
APS,베트남어,라벨,aps_aiPanel_section1,1. Nguyên nhân gốc của tác động (Impact),aiPanel.section1
APS,중국어,라벨,aps_aiPanel_section1,1. 影响(Impact)的根本原因,aiPanel.section1
APS,한국어,라벨,aps_aiPanel_section2,2. 영향받는 오더 및 작업장(WO) 및 심각도,aiPanel.section2
APS,영어,라벨,aps_aiPanel_section2,"2. Affected Orders, Workcenters (WO) & Severity",aiPanel.section2
APS,베트남어,라벨,aps_aiPanel_section2,"2. Đơn hàng và khu vực (WO) bị ảnh hưởng, mức độ nghiêm trọng",aiPanel.section2
APS,중국어,라벨,aps_aiPanel_section2,2. 受影响的订单及工作中心(WO)及严重程度,aiPanel.section2
APS,한국어,라벨,aps_aiPanel_section3,3. 해결 및 완화 권고,aiPanel.section3
APS,영어,라벨,aps_aiPanel_section3,3. Resolution & Mitigation Recommendations,aiPanel.section3
APS,베트남어,라벨,aps_aiPanel_section3,3. Khuyến nghị xử lý và giảm thiểu,aiPanel.section3
APS,중국어,라벨,aps_aiPanel_section3,3. 解决及缓解建议,aiPanel.section3
APS,한국어,라벨,aps_aiPanel_severityLine,심각도: {severity} (긴급도: {urgency}),aiPanel.severityLine
APS,영어,라벨,aps_aiPanel_severityLine,Severity: {severity} (Urgency: {urgency}),aiPanel.severityLine
APS,베트남어,라벨,aps_aiPanel_severityLine,Mức độ: {severity} (mức khẩn cấp: {urgency}),aiPanel.severityLine
APS,중국어,라벨,aps_aiPanel_severityLine,严重程度: {severity} (紧急度: {urgency}),aiPanel.severityLine
APS,한국어,라벨,aps_aiPanel_stale,※ 최신 분석을 불러오지 못해 이전 결과를 표시합니다.,aiPanel.stale
APS,영어,라벨,aps_aiPanel_stale,※ Could not load the latest analysis — showing the previous result.,aiPanel.stale
APS,베트남어,라벨,aps_aiPanel_stale,※ Không tải được phân tích mới nhất — đang hiển thị kết quả cũ.,aiPanel.stale
APS,중국어,라벨,aps_aiPanel_stale,※ 无法加载最新分析，显示之前的结果。,aiPanel.stale
APS,한국어,라벨,aps_app_language,언어,app.language
APS,영어,라벨,aps_app_language,Language,app.language
APS,베트남어,라벨,aps_app_language,Ngôn ngữ,app.language
APS,중국어,라벨,aps_app_language,语言,app.language
APS,한국어,라벨,aps_app_title,APS 시스템,app.title
APS,영어,라벨,aps_app_title,APS System,app.title
APS,베트남어,라벨,aps_app_title,Hệ thống APS,app.title
APS,중국어,라벨,aps_app_title,APS系统,app.title
APS,한국어,라벨,aps_apsView_dispatchLoading,생성 중…,apsView.dispatchLoading
APS,영어,라벨,aps_apsView_dispatchLoading,Creating…,apsView.dispatchLoading
APS,베트남어,라벨,aps_apsView_dispatchLoading,Đang tạo…,apsView.dispatchLoading
APS,중국어,라벨,aps_apsView_dispatchLoading,创建中…,apsView.dispatchLoading
APS,한국어,라벨,aps_apsView_runIdle,▶ 데이터 불러오기,apsView.runIdle
APS,영어,라벨,aps_apsView_runIdle,▶ Load Data,apsView.runIdle
APS,베트남어,라벨,aps_apsView_runIdle,▶ Tải dữ liệu,apsView.runIdle
APS,중국어,라벨,aps_apsView_runIdle,▶ 加载数据,apsView.runIdle
APS,한국어,라벨,aps_apsView_runLoading,불러오는 중…,apsView.runLoading
APS,영어,라벨,aps_apsView_runLoading,Loading…,apsView.runLoading
APS,베트남어,라벨,aps_apsView_runLoading,Đang tải…,apsView.runLoading
APS,중국어,라벨,aps_apsView_runLoading,加载中…,apsView.runLoading
APS,한국어,라벨,aps_apsView_simIdle,시뮬레이션,apsView.simIdle
APS,영어,라벨,aps_apsView_simIdle,Simulate,apsView.simIdle
APS,베트남어,라벨,aps_apsView_simIdle,Mô phỏng,apsView.simIdle
APS,중국어,라벨,aps_apsView_simIdle,模拟,apsView.simIdle
APS,한국어,라벨,aps_apsView_simLoading,계산 중…,apsView.simLoading
APS,영어,라벨,aps_apsView_simLoading,Calculating…,apsView.simLoading
APS,베트남어,라벨,aps_apsView_simLoading,Đang tính…,apsView.simLoading
APS,중국어,라벨,aps_apsView_simLoading,计算中…,apsView.simLoading
APS,한국어,라벨,aps_apsView_toastAlreadyDispatched,이미 작업지시가 생성된 계획입니다,apsView.toastAlreadyDispatched
APS,영어,라벨,aps_apsView_toastAlreadyDispatched,This plan already has a work order,apsView.toastAlreadyDispatched
APS,베트남어,라벨,aps_apsView_toastAlreadyDispatched,Kế hoạch này đã được tạo chỉ thị sản xuất,apsView.toastAlreadyDispatched
APS,중국어,라벨,aps_apsView_toastAlreadyDispatched,该计划已创建作业指示,apsView.toastAlreadyDispatched
APS,한국어,라벨,aps_apsView_toastCancelled,취소되었습니다,apsView.toastCancelled
APS,영어,라벨,aps_apsView_toastCancelled,Cancelled,apsView.toastCancelled
APS,베트남어,라벨,aps_apsView_toastCancelled,Đã hủy,apsView.toastCancelled
APS,중국어,라벨,aps_apsView_toastCancelled,已取消,apsView.toastCancelled
APS,한국어,라벨,aps_apsView_toastConfirmSaved,저장되었습니다 · 시뮬레이션 대기,apsView.toastConfirmSaved
APS,영어,라벨,aps_apsView_toastConfirmSaved,Saved · pending simulation,apsView.toastConfirmSaved
APS,베트남어,라벨,aps_apsView_toastConfirmSaved,Đã lưu · chờ mô phỏng,apsView.toastConfirmSaved
APS,중국어,라벨,aps_apsView_toastConfirmSaved,已保存 · 等待模拟,apsView.toastConfirmSaved
APS,한국어,라벨,aps_apsView_toastDispatchDone,작업지시가 생성되었습니다,apsView.toastDispatchDone
APS,영어,라벨,aps_apsView_toastDispatchDone,Work order created,apsView.toastDispatchDone
APS,베트남어,라벨,aps_apsView_toastDispatchDone,Đã tạo chỉ thị sản xuất,apsView.toastDispatchDone
APS,중국어,라벨,aps_apsView_toastDispatchDone,已创建作业指示,apsView.toastDispatchDone
APS,한국어,라벨,aps_apsView_toastDispatchError,작업지시 생성 실패 · 다시 시도해주세요,apsView.toastDispatchError
APS,영어,라벨,aps_apsView_toastDispatchError,Failed to create work order · please try again,apsView.toastDispatchError
APS,베트남어,라벨,aps_apsView_toastDispatchError,Tạo chỉ thị sản xuất thất bại · vui lòng thử lại,apsView.toastDispatchError
APS,중국어,라벨,aps_apsView_toastDispatchError,创建作业指示失败 · 请重试,apsView.toastDispatchError
APS,한국어,라벨,aps_apsView_toastDispatchFailed,작업지시 생성 실패 · G-System 전송 실패 (재시도 필요),apsView.toastDispatchFailed
APS,영어,라벨,aps_apsView_toastDispatchFailed,Failed to create work order · G-System push failed (retry needed),apsView.toastDispatchFailed
APS,베트남어,라벨,aps_apsView_toastDispatchFailed,Tạo chỉ thị sản xuất thất bại · gửi G-System thất bại (cần thử lại),apsView.toastDispatchFailed
APS,중국어,라벨,aps_apsView_toastDispatchFailed,创建作业指示失败 · G-System发送失败(需重试),apsView.toastDispatchFailed
APS,한국어,라벨,aps_apsView_toastNeedRun,먼저 데이터를 불러오세요,apsView.toastNeedRun
APS,영어,라벨,aps_apsView_toastNeedRun,Please load data first,apsView.toastNeedRun
APS,베트남어,라벨,aps_apsView_toastNeedRun,Vui lòng tải dữ liệu trước,apsView.toastNeedRun
APS,중국어,라벨,aps_apsView_toastNeedRun,请先加载数据,apsView.toastNeedRun
APS,한국어,라벨,aps_apsView_toastNeedSelect,먼저 작업계획을 선택하세요,apsView.toastNeedSelect
APS,영어,라벨,aps_apsView_toastNeedSelect,Please select a plan first,apsView.toastNeedSelect
APS,베트남어,라벨,aps_apsView_toastNeedSelect,Vui lòng chọn 1 kế hoạch trước,apsView.toastNeedSelect
APS,중국어,라벨,aps_apsView_toastNeedSelect,请先选择一个计划,apsView.toastNeedSelect
APS,한국어,라벨,aps_apsView_toastRunFailed,데이터 조회 실패 · 다시 시도해주세요,apsView.toastRunFailed
APS,영어,라벨,aps_apsView_toastRunFailed,Failed to load data · please try again,apsView.toastRunFailed
APS,베트남어,라벨,aps_apsView_toastRunFailed,Tải dữ liệu thất bại · vui lòng thử lại,apsView.toastRunFailed
APS,중국어,라벨,aps_apsView_toastRunFailed,加载数据失败 · 请重试,apsView.toastRunFailed
APS,한국어,라벨,aps_apsView_toastSimDone,시뮬레이션 완료 · 스케줄 재계산됨,apsView.toastSimDone
APS,영어,라벨,aps_apsView_toastSimDone,Simulation complete · schedule recalculated,apsView.toastSimDone
APS,베트남어,라벨,aps_apsView_toastSimDone,Mô phỏng hoàn tất · đã tính lại lịch,apsView.toastSimDone
APS,중국어,라벨,aps_apsView_toastSimDone,模拟完成 · 已重新计算日程,apsView.toastSimDone
APS,한국어,라벨,aps_apsView_toastSimFailed,시뮬레이션 실패 · 다시 시도해주세요,apsView.toastSimFailed
APS,영어,라벨,aps_apsView_toastSimFailed,Simulation failed · please try again,apsView.toastSimFailed
APS,베트남어,라벨,aps_apsView_toastSimFailed,Mô phỏng thất bại · vui lòng thử lại,apsView.toastSimFailed
APS,중국어,라벨,aps_apsView_toastSimFailed,模拟失败 · 请重试,apsView.toastSimFailed
APS,한국어,라벨,aps_apsView_toastSimPrFailed,시뮬레이션 완료 · 구매요청 일부 전송 실패 (재시도 필요),apsView.toastSimPrFailed
APS,영어,라벨,aps_apsView_toastSimPrFailed,Simulation complete · some purchase requests failed to send (retry needed),apsView.toastSimPrFailed
APS,베트남어,라벨,aps_apsView_toastSimPrFailed,Mô phỏng hoàn tất · một số yêu cầu mua hàng gửi thất bại (cần thử lại),apsView.toastSimPrFailed
APS,중국어,라벨,aps_apsView_toastSimPrFailed,模拟完成 · 部分采购请求发送失败(需重试),apsView.toastSimPrFailed
APS,한국어,라벨,aps_badge_pending,대기중,badge.pending
APS,영어,라벨,aps_badge_pending,Pending,badge.pending
APS,베트남어,라벨,aps_badge_pending,Đang chờ,badge.pending
APS,중국어,라벨,aps_badge_pending,待处理,badge.pending
APS,한국어,라벨,aps_badge_solved,해결됨,badge.solved
APS,영어,라벨,aps_badge_solved,Resolved,badge.solved
APS,베트남어,라벨,aps_badge_solved,Đã giải quyết,badge.solved
APS,중국어,라벨,aps_badge_solved,已解决,badge.solved
APS,한국어,라벨,aps_badge_unresolved,미해결,badge.unresolved
APS,영어,라벨,aps_badge_unresolved,Unresolved,badge.unresolved
APS,베트남어,라벨,aps_badge_unresolved,Chưa giải quyết,badge.unresolved
APS,중국어,라벨,aps_badge_unresolved,未解决,badge.unresolved
APS,한국어,라벨,aps_common_all,전체,common.all
APS,영어,라벨,aps_common_all,All,common.all
APS,베트남어,라벨,aps_common_all,Tất cả,common.all
APS,중국어,라벨,aps_common_all,全部,common.all
APS,한국어,라벨,aps_common_apply,적용 (Apply),common.apply
APS,영어,라벨,aps_common_apply,Apply,common.apply
APS,베트남어,라벨,aps_common_apply,Áp dụng (Apply),common.apply
APS,중국어,라벨,aps_common_apply,应用 (Apply),common.apply
APS,한국어,라벨,aps_common_cancel,취소,common.cancel
APS,영어,라벨,aps_common_cancel,Cancel,common.cancel
APS,베트남어,라벨,aps_common_cancel,Hủy,common.cancel
APS,중국어,라벨,aps_common_cancel,取消,common.cancel
APS,한국어,라벨,aps_common_close,닫기,common.close
APS,영어,라벨,aps_common_close,Close,common.close
APS,베트남어,라벨,aps_common_close,Đóng,common.close
APS,중국어,라벨,aps_common_close,关闭,common.close
APS,한국어,라벨,aps_common_confirm,확인,common.confirm
APS,영어,라벨,aps_common_confirm,Confirm,common.confirm
APS,베트남어,라벨,aps_common_confirm,Xác nhận,common.confirm
APS,중국어,라벨,aps_common_confirm,确认,common.confirm
APS,한국어,라벨,aps_common_detail,상세,common.detail
APS,영어,라벨,aps_common_detail,Detail,common.detail
APS,베트남어,라벨,aps_common_detail,Chi tiết,common.detail
APS,중국어,라벨,aps_common_detail,详情,common.detail
APS,한국어,라벨,aps_common_invalidDateRange,종료일은 시작일보다 빠를 수 없습니다,common.invalidDateRange
APS,영어,라벨,aps_common_invalidDateRange,End date cannot be earlier than start date,common.invalidDateRange
APS,베트남어,라벨,aps_common_invalidDateRange,Ngày kết thúc không được nhỏ hơn ngày bắt đầu,common.invalidDateRange
APS,중국어,라벨,aps_common_invalidDateRange,结束日期不能早于开始日期,common.invalidDateRange
APS,한국어,라벨,aps_common_loading,로딩중...,common.loading
APS,영어,라벨,aps_common_loading,Loading...,common.loading
APS,베트남어,라벨,aps_common_loading,Đang tải...,common.loading
APS,중국어,라벨,aps_common_loading,加载中...,common.loading
APS,한국어,라벨,aps_common_noData,데이터 없음,common.noData
APS,영어,라벨,aps_common_noData,No data,common.noData
APS,베트남어,라벨,aps_common_noData,Không có dữ liệu,common.noData
APS,중국어,라벨,aps_common_noData,无数据,common.noData
APS,한국어,라벨,aps_common_run,RUN APS,common.run
APS,영어,라벨,aps_common_run,RUN APS,common.run
APS,베트남어,라벨,aps_common_run,Chạy APS,common.run
APS,중국어,라벨,aps_common_run,运行APS,common.run
APS,한국어,라벨,aps_common_save,저장,common.save
APS,영어,라벨,aps_common_save,Save,common.save
APS,베트남어,라벨,aps_common_save,Lưu,common.save
APS,중국어,라벨,aps_common_save,保存,common.save
APS,한국어,라벨,aps_common_search,검색,common.search
APS,영어,라벨,aps_common_search,Search,common.search
APS,베트남어,라벨,aps_common_search,Tìm kiếm,common.search
APS,중국어,라벨,aps_common_search,搜索,common.search
APS,한국어,라벨,aps_common_select,선택,common.select
APS,영어,라벨,aps_common_select,Select,common.select
APS,베트남어,라벨,aps_common_select,Chọn,common.select
APS,중국어,라벨,aps_common_select,选择,common.select
APS,한국어,라벨,aps_common_showAll,전체보기,common.showAll
APS,영어,라벨,aps_common_showAll,Show All,common.showAll
APS,베트남어,라벨,aps_common_showAll,Xem tất cả,common.showAll
APS,중국어,라벨,aps_common_showAll,查看全部,common.showAll
APS,한국어,라벨,aps_detail_adjustedBadge,조정 적용됨,detail.adjustedBadge
APS,영어,라벨,aps_detail_adjustedBadge,Adjustment Applied,detail.adjustedBadge
APS,베트남어,라벨,aps_detail_adjustedBadge,Đã áp dụng chỉnh,detail.adjustedBadge
APS,중국어,라벨,aps_detail_adjustedBadge,已应用调整,detail.adjustedBadge
APS,한국어,라벨,aps_detail_cancelPurchaseRequest,구매요청 취소,detail.cancelPurchaseRequest
APS,영어,라벨,aps_detail_cancelPurchaseRequest,Cancel Purchase Request,detail.cancelPurchaseRequest
APS,베트남어,라벨,aps_detail_cancelPurchaseRequest,Huỷ yêu cầu mua hàng,detail.cancelPurchaseRequest
APS,중국어,라벨,aps_detail_cancelPurchaseRequest,取消采购请求,detail.cancelPurchaseRequest
APS,한국어,라벨,aps_detail_cancelScheduleAdjust,일정조정 취소,detail.cancelScheduleAdjust
APS,영어,라벨,aps_detail_cancelScheduleAdjust,Cancel Schedule Adjustment,detail.cancelScheduleAdjust
APS,베트남어,라벨,aps_detail_cancelScheduleAdjust,Huỷ điều chỉnh lịch,detail.cancelScheduleAdjust
APS,중국어,라벨,aps_detail_cancelScheduleAdjust,取消日程调整,detail.cancelScheduleAdjust
APS,한국어,라벨,aps_detail_createWorkOrder,작업지시 생성,detail.createWorkOrder
APS,영어,라벨,aps_detail_createWorkOrder,Create Work Order,detail.createWorkOrder
APS,베트남어,라벨,aps_detail_createWorkOrder,Tạo chỉ thị SX,detail.createWorkOrder
APS,중국어,라벨,aps_detail_createWorkOrder,创建作业指示,detail.createWorkOrder
APS,한국어,라벨,aps_detail_info_delivery,납기일자,detail.info.delivery
APS,영어,라벨,aps_detail_info_delivery,Delivery Date,detail.info.delivery
APS,베트남어,라벨,aps_detail_info_delivery,Ngày giao,detail.info.delivery
APS,중국어,라벨,aps_detail_info_delivery,交货日期,detail.info.delivery
APS,한국어,라벨,aps_detail_info_end,종료,detail.info.end
APS,영어,라벨,aps_detail_info_end,End,detail.info.end
APS,베트남어,라벨,aps_detail_info_end,Kết thúc,detail.info.end
APS,중국어,라벨,aps_detail_info_end,结束,detail.info.end
APS,한국어,라벨,aps_detail_info_item,품목,detail.info.item
APS,영어,라벨,aps_detail_info_item,Item,detail.info.item
APS,베트남어,라벨,aps_detail_info_item,Item,detail.info.item
APS,중국어,라벨,aps_detail_info_item,品项,detail.info.item
APS,한국어,라벨,aps_detail_info_planQty,계획수량,detail.info.planQty
APS,영어,라벨,aps_detail_info_planQty,Plan Qty,detail.info.planQty
APS,베트남어,라벨,aps_detail_info_planQty,SL kế hoạch,detail.info.planQty
APS,중국어,라벨,aps_detail_info_planQty,计划数量,detail.info.planQty
APS,한국어,라벨,aps_detail_info_source,출처,detail.info.source
APS,영어,라벨,aps_detail_info_source,Source,detail.info.source
APS,베트남어,라벨,aps_detail_info_source,Nguồn,detail.info.source
APS,중국어,라벨,aps_detail_info_source,来源,detail.info.source
APS,한국어,라벨,aps_detail_info_start,시작,detail.info.start
APS,영어,라벨,aps_detail_info_start,Start,detail.info.start
APS,베트남어,라벨,aps_detail_info_start,Bắt đầu,detail.info.start
APS,중국어,라벨,aps_detail_info_start,开始,detail.info.start
APS,한국어,라벨,aps_detail_info_wc,워크센터,detail.info.wc
APS,영어,라벨,aps_detail_info_wc,Work Center,detail.info.wc
APS,베트남어,라벨,aps_detail_info_wc,Work Center,detail.info.wc
APS,중국어,라벨,aps_detail_info_wc,工作中心,detail.info.wc
APS,한국어,라벨,aps_detail_purchaseRequest,구매요청,detail.purchaseRequest
APS,영어,라벨,aps_detail_purchaseRequest,Purchase Request,detail.purchaseRequest
APS,베트남어,라벨,aps_detail_purchaseRequest,Yêu cầu mua hàng,detail.purchaseRequest
APS,중국어,라벨,aps_detail_purchaseRequest,采购请求,detail.purchaseRequest
APS,한국어,라벨,aps_detail_purchaseRequestDone,구매요청됨,detail.purchaseRequestDone
APS,영어,라벨,aps_detail_purchaseRequestDone,Purchase Requested,detail.purchaseRequestDone
APS,베트남어,라벨,aps_detail_purchaseRequestDone,Đã yêu cầu mua hàng,detail.purchaseRequestDone
APS,중국어,라벨,aps_detail_purchaseRequestDone,已采购请求,detail.purchaseRequestDone
APS,한국어,라벨,aps_detail_scheduleAdjust,일정조정,detail.scheduleAdjust
APS,영어,라벨,aps_detail_scheduleAdjust,Schedule Adjustment,detail.scheduleAdjust
APS,베트남어,라벨,aps_detail_scheduleAdjust,Điều chỉnh lịch,detail.scheduleAdjust
APS,중국어,라벨,aps_detail_scheduleAdjust,日程调整,detail.scheduleAdjust
APS,한국어,라벨,aps_detail_scheduleAdjustDone,일정조정됨,detail.scheduleAdjustDone
APS,영어,라벨,aps_detail_scheduleAdjustDone,Schedule Adjusted,detail.scheduleAdjustDone
APS,베트남어,라벨,aps_detail_scheduleAdjustDone,Đã điều chỉnh lịch,detail.scheduleAdjustDone
APS,중국어,라벨,aps_detail_scheduleAdjustDone,已调整日程,detail.scheduleAdjustDone
APS,한국어,라벨,aps_detail_selectPlan,왼쪽 리스트에서 계획을 선택하세요,detail.selectPlan
APS,영어,라벨,aps_detail_selectPlan,Select a plan from the list on the left,detail.selectPlan
APS,베트남어,라벨,aps_detail_selectPlan,Chọn 1 kế hoạch từ danh sách bên trái,detail.selectPlan
APS,중국어,라벨,aps_detail_selectPlan,请从左侧列表中选择一个计划,detail.selectPlan
APS,한국어,라벨,aps_detail_source_mps,MPS,detail.source.mps
APS,영어,라벨,aps_detail_source_mps,MPS,detail.source.mps
APS,베트남어,라벨,aps_detail_source_mps,MPS,detail.source.mps
APS,중국어,라벨,aps_detail_source_mps,MPS,detail.source.mps
APS,한국어,라벨,aps_detail_source_workOrder,작업지시,detail.source.workOrder
APS,영어,라벨,aps_detail_source_workOrder,Work Order,detail.source.workOrder
APS,베트남어,라벨,aps_detail_source_workOrder,Chỉ thị SX,detail.source.workOrder
APS,중국어,라벨,aps_detail_source_workOrder,作业指示,detail.source.workOrder
APS,한국어,라벨,aps_detail_title,유형별 상세,detail.title
APS,영어,라벨,aps_detail_title,Detail by Type,detail.title
APS,베트남어,라벨,aps_detail_title,Chi tiết theo loại,detail.title
APS,중국어,라벨,aps_detail_title,按类型详情,detail.title
APS,한국어,라벨,aps_dialog_adjust_newEnd,새 종료일,dialog.adjust.newEnd
APS,영어,라벨,aps_dialog_adjust_newEnd,New End Date,dialog.adjust.newEnd
APS,베트남어,라벨,aps_dialog_adjust_newEnd,Ngày kết thúc mới,dialog.adjust.newEnd
APS,중국어,라벨,aps_dialog_adjust_newEnd,新结束日期,dialog.adjust.newEnd
APS,한국어,라벨,aps_dialog_adjust_newStart,새 시작일,dialog.adjust.newStart
APS,영어,라벨,aps_dialog_adjust_newStart,New Start Date,dialog.adjust.newStart
APS,베트남어,라벨,aps_dialog_adjust_newStart,Ngày bắt đầu mới,dialog.adjust.newStart
APS,중국어,라벨,aps_dialog_adjust_newStart,新开始日期,dialog.adjust.newStart
APS,한국어,라벨,aps_dialog_adjust_note,저장 후 Apply 버튼을 클릭하여 매트릭스에 반영하세요.,dialog.adjust.note
APS,영어,라벨,aps_dialog_adjust_note,"After saving, click Apply to reflect the change on the matrix.",dialog.adjust.note
